"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"RT @ManCityCouncil: <U+26A0><U+FE0F> BIN ALERT #coronavirus

From Monday 13 April there will be no garden/food green recycling bin collections. 

Please…";FALSE;0;NA;2020-04-12 17:09:22;FALSE;NA;"1249384124466544640";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"EmmaShore16";4;TRUE;FALSE;NA;NA
"RT @alcantud_dr: “If I get the virus, who will take care of my wife?” #geriatrics #coronavirus #COVID<U+30FC>19 @semeg_es @seggeriatria

 https://…";FALSE;0;NA;2020-04-12 17:09:22;FALSE;NA;"1249384123933904897";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"AgnesRouaud";2;TRUE;FALSE;NA;NA
"RT @IndoPac_Info: #India's shipment of hydroxichloroquine arrived at Newark airport, New York today

Fighting #coronavirus together!

<U+0001F44D><U+0001F4AA><U+0001F1FA><U+0001F1F8>…";FALSE;0;NA;2020-04-12 17:09:22;FALSE;NA;"1249384123270983682";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"arena51";30;TRUE;FALSE;NA;NA
"RT @holmescnn: People queuing for 12 hours to get donated food in the world's wealthiest country. @DerrickChubbs of Central Texas Food Bank…";FALSE;0;NA;2020-04-12 17:09:22;FALSE;NA;"1249384123032055808";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"rotimiarasi";100;TRUE;FALSE;NA;NA
"RT @SMHoaxSlayer: Video of man trying to sell off ration received from donations back to stores  traced back to Pakistan   #Charity #corona…";FALSE;0;NA;2020-04-12 17:09:21;FALSE;NA;"1249384122742525953";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"ScepticalBunny";9;TRUE;FALSE;NA;NA
"Noam Chomsky on Trump's botched #coronavirus response: ""The country is simply run by sociopaths""
https://t.co/QH4HDCkQ5G";FALSE;35;NA;2020-04-12 17:09:21;FALSE;NA;"1249384121933185027";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"noamchomskyT";17;FALSE;FALSE;NA;NA
"#Cops waste more time looking for ways to harass black people. The latest is, #maskingWhileGroceryShopping 2 young… https://t.co/CDQx3dPbkg";FALSE;0;NA;2020-04-12 17:09:21;TRUE;NA;"1249384121438265344";NA;"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>";"carreramae";0;FALSE;FALSE;NA;NA
"RT @billmaher: China is a dictatorship that, for decades, enforced a one child per family policy under penalty of forced sterilization. But…";FALSE;0;NA;2020-04-12 17:09:21;FALSE;NA;"1249384119064301568";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"hennahbre";40700;TRUE;FALSE;NA;NA
"RT @nycjim: GLOBAL #CORONAVIRUS update:
*Boris Johnson thanks NHS doctors &amp; nurses: “I owe them my life.”
*New cases in Russia leap 31 perc…";FALSE;0;NA;2020-04-12 17:09:20;FALSE;NA;"1249384118376206337";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"premmsagar18";73;TRUE;FALSE;NA;NA
"#Easter is the one where Jesus comes out of his cave and if he sees his shadow, the #quarantine lasts 6 more weeks… https://t.co/Y8OE9j0YeT";FALSE;0;NA;2020-04-12 17:09:20;TRUE;NA;"1249384117898227712";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"mwiebs";0;FALSE;FALSE;NA;NA
"@MikeQuindazzi T<U+0001F534><U+0001F535>p, dear Mike. 
Grab and go shopping &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt; #AI #BigData #RPA #IoT #Chatbots… https://t.co/ngX6vRjAxV";FALSE;1;"MikeQuindazzi";2020-04-12 17:09:20;TRUE;"1249382600340312064";"1249384117508112387";"2344530218";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"grazytgrazynatt";1;FALSE;FALSE;NA;NA
"@Manirulexx @RamChow90368778 @BALAYYA100 @IASfraternity @naralokesh @ncbn @PawanKalyan @JanaSenaParty @JaiTDP… https://t.co/fk3pwVeYV9";FALSE;0;"Manirulexx";2020-04-12 17:09:20;TRUE;"1249379968892555264";"1249384116820283398";"2651723052";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"naistamrabhai";0;FALSE;FALSE;NA;NA
"RT @JudicialWatch: .@JudicialWatch President @TomFitton: ""Nancy Pelosi tried to overturn voter I.D. laws in 35 different states in #Coronav…";FALSE;0;NA;2020-04-12 17:09:20;FALSE;NA;"1249384114962268161";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Nano41531872";577;TRUE;FALSE;NA;NA
"RT @piersmorgan: A tenth of the world's #coronavirus deaths have been in the UK &amp; people are still trying to defend our Govt's strategy to…";FALSE;0;NA;2020-04-12 17:09:20;FALSE;NA;"1249384114647633920";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RobertTyreBute";2459;TRUE;FALSE;NA;NA
"#IN Where executives focus during times of disruption and upheaval will define them as leaders. Read the 4 actions… https://t.co/YAfgx47Vy6";FALSE;0;NA;2020-04-12 17:09:19;TRUE;NA;"1249384114387632130";NA;"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>";"FX_LARROCHE";0;FALSE;FALSE;NA;NA
"RT @AlArabiya_Eng: OPINION: The solution to the #coronavirus demand crisis in oil markets for the US “lies much closer to home” than lawmak…";FALSE;0;NA;2020-04-12 17:09:19;FALSE;NA;"1249384114282782722";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"CrudeOilMarket";4;TRUE;FALSE;NA;NA
"RT @JonBenjamin19: Nobody does messages as bluntly as New Yorkers <U+0001F447>

#covid19 #Covid19usa #coronavirus https://t.co/k2rr63JmnA";FALSE;0;NA;2020-04-12 17:09:19;FALSE;NA;"1249384114043699203";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"IzzatkhawajaMMM";37;TRUE;FALSE;NA;NA
"RT @JamesMelville: The Matterhorn, Switzerland has been lit up with the flags of countries severely hit by the #coronavirus. Tonight it was…";FALSE;0;NA;2020-04-12 17:09:19;FALSE;NA;"1249384113682989058";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"orangehod";2086;TRUE;FALSE;NA;NA
"RT @billmaher: China is a dictatorship that, for decades, enforced a one child per family policy under penalty of forced sterilization. But…";FALSE;0;NA;2020-04-12 17:09:19;FALSE;NA;"1249384113590734848";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"prabhu50833906";40700;TRUE;FALSE;NA;NA
"RT @Serpentine202: White House rejects bailout for U.S. Postal Service battered by #coronavirus 

https://t.co/RnQEbpX36S

#p2 #news #polit…";FALSE;0;NA;2020-04-12 17:09:19;FALSE;NA;"1249384112823193603";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Ancientbob";3;TRUE;FALSE;NA;NA
"RT @CorenergyG: ~Treadmill/ Road  Sprint Workouts~
- Try these workouts to keep you moving <U+0001F4AA> #running #health #fitness #StayHome #COVID19 #…";FALSE;0;NA;2020-04-12 17:09:19;FALSE;NA;"1249384112340729861";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"CillianTraynor";2;TRUE;FALSE;NA;NA
"RT @billmaher: China is a dictatorship that, for decades, enforced a one child per family policy under penalty of forced sterilization. But…";FALSE;0;NA;2020-04-12 17:09:19;FALSE;NA;"1249384111300431872";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"jaredfarquhar";40700;TRUE;FALSE;NA;NA
"RT @RossMcleanSec: This is fake news.....the govt had multiple warnings, public warning, China press releases, private companies that track…";FALSE;0;NA;2020-04-12 17:09:19;FALSE;NA;"1249384110969118720";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"joellehamilto10";2;TRUE;FALSE;NA;NA
"RT @HSIGlobal: Ricky Gervais: “We can’t carry on exploiting animals, eating wildlife and trashing the planet. The wildlife trade and market…";FALSE;0;NA;2020-04-12 17:09:18;FALSE;NA;"1249384109685846017";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"76skelly";90;TRUE;FALSE;NA;NA
"RT @RailDeliveryGrp: Both women and men can be affected by domestic violence - sadly on the increase during #Coronavirus lockdown.

That's…";FALSE;0;NA;2020-04-12 17:09:18;FALSE;NA;"1249384109249617922";NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"laura_corbeth";142;TRUE;FALSE;NA;NA
"What y’all doing today???.....Sike, I already know...y’all ain’t doing shitttttt! #coronavirus";FALSE;0;NA;2020-04-12 17:09:18;FALSE;NA;"1249384107768864768";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Kved21";0;FALSE;FALSE;NA;NA
"RT @TomFitton: Fauci expresses 'cautious optimism,' says return to normal life could gradually begin 'next month'.  This is madness and wil…";FALSE;0;NA;2020-04-12 17:09:18;FALSE;NA;"1249384107592667136";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"ConnDiandra";1093;TRUE;FALSE;NA;NA
"RT @billmaher: China is a dictatorship that, for decades, enforced a one child per family policy under penalty of forced sterilization. But…";FALSE;0;NA;2020-04-12 17:09:18;FALSE;NA;"1249384106535911429";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"el_bear_cam";40700;TRUE;FALSE;NA;NA
"RT @RaviSinghKA: Over 10,000 people have died in the U.K.due to #coronavirus but they remain mostly faceless ! Our media seems to be shying…";FALSE;0;NA;2020-04-12 17:09:17;FALSE;NA;"1249384106107920385";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Hippiezippie";7;TRUE;FALSE;NA;NA
"RT @Alwaleed_Talal: <U+0001F1F8><U+0001F1E6><U+0001F1F8><U+0001F1E6>

Offering the support of @Kingdom_KHC companies to our government &amp; country in the fight against #Coronavirus

- K…";FALSE;0;NA;2020-04-12 17:09:17;FALSE;NA;"1249384105571164161";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"EWlz1nfQOJIYOl8";356;TRUE;FALSE;NA;NA
"RT @arthur_glasgow: This is incredible. Not only did Trump ignore warnings about #coronavirus he shipped medically necessary supplies overs…";FALSE;0;NA;2020-04-12 17:09:17;FALSE;NA;"1249384105340518402";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"jcrn2009";37;TRUE;FALSE;NA;NA
"RT @piersmorgan: A tenth of the world's #coronavirus deaths have been in the UK &amp; people are still trying to defend our Govt's strategy to…";FALSE;0;NA;2020-04-12 17:09:17;FALSE;NA;"1249384105311158273";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"chare24";2459;TRUE;FALSE;NA;NA
"RT @glocky9: A snapshot in time.....

Easter Sunday ~ 12th April 2020 ~ 16:37

M6 Northbound &amp; M6 Southbound 

North West England

#Covid19…";FALSE;0;NA;2020-04-12 17:09:17;FALSE;NA;"1249384103583105025";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"glockyk9";6;TRUE;FALSE;NA;NA
"RT @MirAmjadAli11: Why is just the #TablighiJamat being blamed for #coronavirus? 

AIMIM National Spokesperson syedasimwaqar raised questio…";FALSE;0;NA;2020-04-12 17:09:16;FALSE;NA;"1249384101867442177";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"or_nomani";18;TRUE;FALSE;NA;NA
"RT @TomFitton: You can't end a pandemic by killing an economy. #coronavirus";FALSE;0;NA;2020-04-12 17:09:16;FALSE;NA;"1249384101272043526";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"MAGAKAGMAGAKAG";317;TRUE;FALSE;NA;NA
"RT @RealCandaceO: Cuomo was about to extort 1.1 billion dollars from #NYC residents to support his collapsing medicaid programs. His budget…";FALSE;0;NA;2020-04-12 17:09:16;FALSE;NA;"1249384100311576576";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Libertarian_JB";5455;TRUE;FALSE;NA;NA
"RT @IndeComms: No way has this guy just gotten over #coronavirus and been released from ICU.";FALSE;0;NA;2020-04-12 17:09:16;FALSE;NA;"1249384099934060546";NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"TweetvilleBobo";2;TRUE;FALSE;NA;NA
"RT @TomFitton: What is ""science"" behind panicked shutdown orders that assume it is safer to shop at large retailers such as  @Walmart and @…";FALSE;0;NA;2020-04-12 17:09:15;FALSE;NA;"1249384097362796544";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"bauer_julie";1829;TRUE;FALSE;NA;NA
"RT @ndtv: #Watch | ""Best and the worst performing states in India in terms of #coronavirus cases"": @PrannoyRoyNDTV

#ApniSurakshaApneHaath…";FALSE;0;NA;2020-04-12 17:09:15;FALSE;NA;"1249384097362792448";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Veera1286";192;TRUE;FALSE;NA;NA
"RT @ChildrensColo: How can you help family when you can't visit them? How can you celebrate your child’s birthday during the #coronavirus p…";FALSE;0;NA;2020-04-12 17:09:15;FALSE;NA;"1249384097052364800";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"victorBiii";5;TRUE;FALSE;NA;NA
"RT @mayawiley: I couldn’t stop crying for this nurse, for the Uber driver struggling to make money, for the unseen janitors disinfecting, s…";FALSE;0;NA;2020-04-12 17:09:15;FALSE;NA;"1249384096805068801";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Jaina_Solo_85";1377;TRUE;FALSE;NA;NA
"We are delighted to share with you the second issue of our Business Impact series  on Covid-19. #KPMG #Nigeria #Tax… https://t.co/RrirPNSYrH";FALSE;0;NA;2020-04-12 17:09:15;TRUE;NA;"1249384096083542016";NA;"<a href=""http://postbeyond.com"" rel=""nofollow"">PostBeyond</a>";"TheAdenekan";0;FALSE;FALSE;NA;NA
"RT @dwnews: ""No, this pandemic is NOT a war.""

German President Steinmeier appeals to Germans to show solidarity with one another — and wit…";FALSE;0;NA;2020-04-12 17:09:15;FALSE;NA;"1249384095987240960";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"yiannos11";681;TRUE;FALSE;NA;NA
"RT @Nedum92997045: Chinese abusing and threatening to kill Nigerian diplomat who came in rescue of Africans that where pursued outside of t…";FALSE;0;NA;2020-04-12 17:09:15;FALSE;NA;"1249384095706120192";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Eyng_";2068;TRUE;FALSE;NA;NA
"RT @Matt_VanDyke: I never thought we would see mass graves in America.

#CoronavirusOutbreak #coronavirus #COVID19 #CoronavirusPandemic htt…";FALSE;0;NA;2020-04-12 17:09:15;FALSE;NA;"1249384095479521281";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Rik99796438";124;TRUE;FALSE;NA;NA
"RT @FenCoul: The ""U""K Government and World Health Organisation (W.H.O.) advice on #Coronavirus seem to be different. How do we tell which o…";FALSE;0;NA;2020-04-12 17:09:15;FALSE;NA;"1249384093894299651";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"andrew_jeans";115;TRUE;FALSE;NA;NA
"No-one was happy about #LockdownEaster but it's heartbreaking working in a childrens #carehome. Family leaving… https://t.co/u9nCqVm07G";FALSE;0;NA;2020-04-12 17:09:14;TRUE;NA;"1249384091868413956";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"NatalieS_72";0;FALSE;FALSE;NA;NA
"RT @ndtv: #Watch | ""Best and the worst performing states in India in terms of #coronavirus cases"": @PrannoyRoyNDTV

#ApniSurakshaApneHaath…";FALSE;0;NA;2020-04-12 17:09:14;FALSE;NA;"1249384091130056704";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"anandmolli9919";192;TRUE;FALSE;NA;NA
"RT @JonBenjamin19: Nobody does messages as bluntly as New Yorkers <U+0001F447>

#covid19 #Covid19usa #coronavirus https://t.co/k2rr63JmnA";FALSE;0;NA;2020-04-12 17:09:14;FALSE;NA;"1249384090949820419";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"gopalisation";37;TRUE;FALSE;NA;NA
"RT @HadiNili: #Iran National Orchestra performing while practicing social distancing amid #coronavirus outbreak. The song they’re playing i…";FALSE;0;NA;2020-04-12 17:09:14;FALSE;NA;"1249384090668802051";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"chanidanoy";250;TRUE;FALSE;NA;NA
"RT @NicholsUprising: The poorest countries in the world are so vulnerable to #COVID19. We can free up $$$ for them, save millions from suff…";FALSE;0;NA;2020-04-12 17:09:14;FALSE;NA;"1249384090056433665";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"karen_jedemeure";6;TRUE;FALSE;NA;NA
"Here's a message for #KeyWorkers from me and 42 other MYPs! Edited by the lovely @L4NRE!!
Please share!… https://t.co/WSoJ2x7W3n";FALSE;2;NA;2020-04-12 17:09:13;TRUE;NA;"1249384088584282118";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"DMeiksans_MYP";1;FALSE;FALSE;NA;NA
"RT @JamesMelville: The Matterhorn, Switzerland has been lit up with the flags of countries severely hit by the #coronavirus. Tonight it was…";FALSE;0;NA;2020-04-12 17:09:13;FALSE;NA;"1249384088085180427";NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"1mpast0";2086;TRUE;FALSE;NA;NA
"RT @TomFitton: What is ""science"" behind panicked shutdown orders that assume it is safer to shop at large retailers such as  @Walmart and @…";FALSE;0;NA;2020-04-12 17:09:13;FALSE;NA;"1249384086394875905";NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"RobertY01911";1829;TRUE;FALSE;NA;NA
"RT @SkyNews: ""If you're not really in it, you do not understand how bad it is.""

New York ICU doctor Steve Kassapidis tells @AliBunkallSKY…";FALSE;0;NA;2020-04-12 17:09:13;FALSE;NA;"1249384085702803457";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"LarocheCS";12;TRUE;FALSE;NA;NA
"RT @matanevenoff: 69/? - This is the sixty-ninth episode in a Series i do where I go over some of Hong Kong’s worst police brutality moment…";FALSE;0;NA;2020-04-12 17:09:12;FALSE;NA;"1249384084117192704";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"cheuk_lin";800;TRUE;FALSE;NA;NA
"COVID-19 suspect jumps to death at quarantine facility in Greater Noida  https://t.co/Yb9ig8EsOe #Coronavirus";FALSE;2;NA;2020-04-12 17:09:12;FALSE;NA;"1249384083513212930";NA;"<a href=""https://www.oneindia.com/"" rel=""nofollow"">Oneindia News Eng</a>";"Oneindia";0;FALSE;FALSE;NA;NA
"RT @JudicialWatch: .@JudicialWatch President @TomFitton on the FBI shutting down online public records operation over #Coronavirus: “The FB…";FALSE;0;NA;2020-04-12 17:09:12;FALSE;NA;"1249384083043450880";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"BruceSienko";269;TRUE;FALSE;NA;NA
"RT @MattHancock: WATCH: There's more spare capacity for critical care than before #coronavirus hit our country. We have 2,295 spare critica…";FALSE;0;NA;2020-04-12 17:09:12;FALSE;NA;"1249384082955554816";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"AlistairHaimes";21;TRUE;FALSE;NA;NA
"RT @ndtv: #Watch | ""Best and the worst performing states in India in terms of #coronavirus cases"": @PrannoyRoyNDTV

#ApniSurakshaApneHaath…";FALSE;0;NA;2020-04-12 17:09:12;FALSE;NA;"1249384081458151425";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"vj1909";192;TRUE;FALSE;NA;NA
"RT @DrGJackBrown: Don't let Trump gaslight you. The US has not even tested 1% of its population for #Coronavirus (just 78/100 of 1%).

#COV…";FALSE;0;NA;2020-04-12 17:09:12;FALSE;NA;"1249384081105682432";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"janicekb";214;TRUE;FALSE;NA;NA
